word,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9
allocation,-0.7969556450843811,0.5258784890174866,-1.8147727251052856,0.7721566557884216,0.3172605335712433,0.3875868320465088,1.0688859224319458,0.6171914935112,0.6150294542312622,0.6670613884925842
supports,-1.1744399070739746,0.8402383327484131,-0.9303396940231323,-0.219148188829422,-0.6306025981903076,0.6041582822799683,1.479188323020935,-0.43043941259384155,0.5019754767417908,0.6168150901794434
voice,-0.8347170352935791,1.8038649559020996,-0.6499955654144287,-0.30877700448036194,-0.34770816564559937,-0.1919270008802414,0.32314857840538025,-0.19247382879257202,0.17174749076366425,1.0949530601501465
calls,-1.3154619932174683,0.7593338489532471,-0.687706708908081,-0.17269112169742584,0.5216397643089294,0.7613121867179871,-0.8646788001060486,-0.7548335790634155,-0.3434024155139923,-0.8262182474136353
video,0.2823813557624817,2.0848259925842285,-0.3135205805301666,0.45481076836586,-0.4493687152862549,0.39054542779922485,0.6340015530586243,-0.9843593239784241,-0.822202742099762,-0.18719591200351715
streaming,-0.008365534245967865,1.7736163139343262,-0.3104642927646637,0.9836053848266602,1.0194013118743896,-0.57164466381073,0.9852581024169922,0.23045136034488678,-0.55047607421875,-0.54171222448349
data,0.21983398497104645,1.0832836627960205,-0.6724274754524231,-0.5336607098579407,-0.13649143278598785,-1.9404605627059937,0.7902181148529053,-0.11275523155927658,-0.019707143306732178,0.017601339146494865
sessions,-0.7143537998199463,0.45763590931892395,-0.034501295536756516,-0.8288753032684326,0.5061830282211304,-1.9203784465789795,-0.0004676919779740274,-0.34610068798065186,-1.1780426502227783,-0.4433802664279938
during,0.4693848490715027,0.36455267667770386,-0.44422733783721924,-0.4861385226249695,-0.7040024399757385,-1.0500174760818481,-0.43002259731292725,-1.4261833429336548,-1.2240687608718872,-0.48428621888160706
peak,0.770475447177887,0.20257581770420074,-0.3134779930114746,0.3335854411125183,0.09294545650482178,-0.9028663039207458,-0.4776378571987152,-0.1702936291694641,-1.133742094039917,-1.7335883378982544
hours,1.1684916019439697,-0.35801535844802856,-1.2065942287445068,-0.44493812322616577,1.1532756090164185,-0.2531245946884155,-0.7001126408576965,-0.6226813793182373,-1.1395412683486938,-0.7368229031562805
fault,1.3938324451446533,-0.2780899107456207,-1.6768887042999268,-0.5420718789100647,0.03586261346936226,-0.5810366272926331,-0.0675518587231636,0.5444114804267883,-0.09277759492397308,-1.0951883792877197
management,0.7729006409645081,0.6326468586921692,-0.9215309619903564,-0.6741013526916504,0.5355222821235657,-0.9793550372123718,-1.0669842958450317,1.0123021602630615,0.2410469502210617,-0.5417016744613647
monitors,-0.16083048284053802,0.4525679647922516,-0.6971456408500671,-1.6592344045639038,-0.525222897529602,-0.34700167179107666,-1.2491958141326904,0.6875026226043701,0.41530361771583557,-0.448281466960907
dropped,-0.13033117353916168,0.5323699116706848,0.1355765163898468,-0.8282765746116638,-0.4585183262825012,-0.08478368073701859,-0.6056627631187439,0.803469717502594,0.043196387588977814,-2.0466318130493164
latency,1.2576860189437866,0.6718134880065918,0.1373969316482544,0.3049795627593994,-0.20688682794570923,1.1264163255691528,-0.7075137495994568,0.11972426623106003,1.5013773441314697,-0.8846467733383179
spikes,0.31008511781692505,0.9143890738487244,0.31523171067237854,-0.8992478847503662,0.5886850357055664,0.5650103688240051,-0.7777560949325562,0.3693578243255615,1.682264804840088,0.4644218683242798
through,0.09331731498241425,1.0252602100372314,1.5377708673477173,-0.9148162603378296,-0.14285971224308014,0.15909993648529053,0.45728451013565063,-0.07307079434394836,1.4468200206756592,-0.5370469689369202
analytics,-0.010534522123634815,-0.6478099822998047,1.103685736656189,-0.8203235864639282,1.2291274070739746,0.7176471948623657,1.405002236366272,-0.6558457016944885,0.9445133209228516,-0.5355044603347778
upgrades,0.41190624237060547,-1.0329490900039673,0.8979837894439697,-0.14201539754867554,-0.3967248797416687,1.0385888814926147,0.5453595519065857,-1.1402417421340942,1.208475947380066,-0.6600515246391296
involve,0.2503044009208679,-1.2204760313034058,0.03168398141860962,-0.6795507669448853,0.12701794505119324,0.5894818902015686,0.22156180441379547,-1.6021698713302612,1.349624752998352,0.9134534001350403
fibre,0.3895101249217987,-0.15639986097812653,0.8449615240097046,-0.29388198256492615,-0.41307324171066284,-0.8705924153327942,0.10629528760910034,-1.4635777473449707,1.4936636686325073,0.4223102033138275
backhaul,-0.942101776599884,-0.9312640428543091,0.9734249114990234,-0.13128887116909027,0.341329425573349,-0.4143333435058594,-1.0484669208526611,-0.9555532336235046,1.3623192310333252,0.2940753102302551
5g,-0.4503643810749054,-0.34571659564971924,0.8378391861915588,0.978068470954895,1.3742477893829346,-0.611069917678833,-0.3072645962238312,-1.466472864151001,0.5555379986763,0.42371851205825806
deployment,-0.9151588082313538,-1.0810908079147339,0.7142729759216309,1.3807042837142944,0.14712350070476532,-0.4998810589313507,-0.1376238763332367,-1.132286787033081,0.39657336473464966,-1.0671443939208984
careful,0.2814983129501343,-0.8010549545288086,-0.3670079708099365,1.4689579010009766,-0.6605490446090698,-1.3048120737075806,-0.12063190340995789,-1.585716962814331,0.7269499897956848,-0.530536413192749
rollout,-0.6613250970840454,-0.8330380320549011,-0.38996753096580505,0.4045690894126892,-0.2725774943828583,-1.5717864036560059,-0.5477098822593689,0.041681770235300064,1.9492546319961548,-0.8395512104034424
planning,0.1562204360961914,-0.4124198853969574,-0.41665345430374146,1.7143129110336304,1.0902303457260132,-1.179408311843872,-1.1242523193359375,-0.6075981259346008,0.7786813974380493,0.5264468789100647
